year,period,TE-TOZagreb,EL-TOZagreb,TE-TOOsijek,general_demand,Industry_HT
2045,6273,26.22214329,19.90295044,5.909417039,650.4274516,1052.5858
2045,6274,19.74886136,14.98964461,4.4505995,489.8244877,1024.211425
2045,6275,19.42380985,14.74292625,4.377345955,481.7931596,1016.472527
2045,6276,16.34771261,12.40812814,3.68411729,405.5152078,1036.925809
2045,6277,13.59666689,10.32004838,3.064142169,337.260718,1045.601561
2045,6278,12.6254764,9.582902065,2.845274871,313.1667336,1031.214638
2045,6279,9.874430679,7.494822306,2.22529975,244.9122438,1008.598856
2045,6280,7.123384958,5.406742547,1.605324629,176.657754,946.5861023
2045,6281,12.72457747,9.658121077,2.867608269,315.5737722,990.446712
2045,6282,119.6348125,90.80439069,26.96087774,429.601326,995.9601255
2045,6283,139.6254805,105.9775697,31.46597073,642.3961235,1008.479717
2045,6284,149.856675,113.7431804,33.77167071,626.3334673,1016.216589
2045,6285,156.4171659,118.722679,35.25014164,477.7814286,1008.025492
2045,6286,164.5275975,124.8786029,37.07790691,435.2256155,1025.084105
2045,6287,166.6206121,126.4672284,37.54958827,315.5737722,978.4393556
2045,6288,5.732005926,4.350667625,1.291763725,142.1332691,1030.196743
2045,6289,4.079000068,3.096014513,0.919242651,101.1742823,930.6661368
2045,6290,2.782758064,2.112149843,0.627121808,69.05683599,929.3446532
2045,6291,2.461670595,1.868440246,0.5547616,61.02550788,883.5686459
2045,6292,1.617329473,1.227574268,0.364481051,40.14877445,938.8499675
2045,6293,194.3689119,147.5285516,43.80293964,76.28581792,826.7732378
2045,6294,175.3415063,133.0865014,39.51492727,104.3915333,798.6353354
2045,6295,151.3590472,114.8835006,34.11024502,353.3155081,743.5809658
2045,6296,125.6720497,95.38673287,28.32142833,740.3610211,959.9486796
2045,6297,100.8056091,76.5127785,22.71753217,650.4274516,936.6347654
2045,6298,19.74886136,14.98964461,4.4505995,489.8244877,935.9950138
2045,6299,19.42380985,14.74292625,4.377345955,481.7931596,917.2196142
2045,6300,16.34771261,12.40812814,3.68411729,405.5152078,939.5902504
2045,6301,13.59666689,10.32004838,3.064142169,337.260718,940.2195418
2045,6302,12.6254764,9.582902065,2.845274871,313.1667336,870.9089962
2045,6303,9.874430679,7.494822306,2.22529975,244.9122438,889.8885973
2045,6304,7.123384958,5.406742547,1.605324629,176.657754,841.6489443
2045,6305,94.71287524,71.88831367,21.34447488,315.5737722,888.3824345
2045,6306,136.7000169,103.7571045,30.80668883,429.601326,867.9403976
2045,6307,154.8156926,117.5071398,34.88923393,642.3961235,848.9712717
2045,6308,161.6774507,122.7153041,36.43559839,626.3334673,862.2734153
2045,6309,162.2522369,123.1515744,36.5651321,477.7814286,856.3255737
2045,6310,165.5423925,125.6488456,37.3066009,435.2256155,867.6735067
2045,6311,164.6901232,125.0019621,37.11453368,315.5737722,877.6872119
2045,6312,5.732005926,4.350667625,1.291763725,142.1332691,911.1125662
2045,6313,4.079000068,3.096014513,0.919242651,101.1742823,1092.166172
2045,6314,2.782758064,2.112149843,0.627121808,69.05683599,1092.240313
2045,6315,2.461670595,1.868440246,0.5547616,61.02550788,1049.808432
2045,6316,1.617329473,1.227574268,0.364481051,40.14877445,1097.966926
2045,6317,181.3153189,137.6207034,40.86118449,76.28581792,969.7081425
2045,6318,168.828584,128.143108,38.04717637,104.3915333,917.8137387
2045,6319,144.8183766,109.9190459,32.63624077,353.3155081,833.6768993
2045,6320,115.3496822,87.55192063,25.99518162,740.3610211,1049.039993
2045,6321,26.22214329,19.90295044,5.909417039,650.4274516,1072.579933
2045,6322,19.74886136,14.98964461,4.4505995,489.8244877,1068.539358
2045,6323,19.42380985,14.74292625,4.377345955,481.7931596,1044.49257
2045,6324,16.34771261,12.40812814,3.68411729,405.5152078,1044.497235
2045,6325,13.59666689,10.32004838,3.064142169,337.260718,1021.815552
2045,6326,12.6254764,9.582902065,2.845274871,313.1667336,1004.370673
2045,6327,9.874430679,7.494822306,2.22529975,244.9122438,983.7519862
2045,6328,7.123384958,5.406742547,1.605324629,176.657754,929.7474028
2045,6329,12.72457747,9.658121077,2.867608269,315.5737722,974.7131984
2045,6330,113.9107346,86.45974058,25.67090069,429.601326,957.618338
2045,6331,136.06577,103.2757028,30.66375508,642.3961235,939.1025383
2045,6332,146.0551579,110.8577792,32.91496157,626.3334673,953.0619272
2045,6333,148.1600647,112.455431,33.38932294,477.7814286,942.614129
2045,6334,151.5453572,115.0249124,34.15223181,435.2256155,955.6882075
2045,6335,147.9896108,112.3260543,33.3509095,315.5737722,965.7069473
2045,6336,5.732005926,4.350667625,1.291763725,142.1332691,1003.795895
2045,6337,4.079000068,3.096014513,0.919242651,101.1742823,1383.040198
2045,6338,2.782758064,2.112149843,0.627121808,69.05683599,1230.39637
2045,6339,2.461670595,1.868440246,0.5547616,61.02550788,1225.010401
2045,6340,1.617329473,1.227574268,0.364481051,40.14877445,1226.910378
2045,6341,167.6512632,127.2495061,37.78185561,76.28581792,1163.715249
2045,6342,160.8410377,122.0804557,36.24710452,104.3915333,1250.542863
2045,6343,141.9325534,107.7286683,31.98589223,353.3155081,1223.520905
